1100,20160112,11, 1,1,       1419 ,,,080000,080000060200,1,,,,,,0,,,0,485,100,112
1100,20160112,11, 1,1,       1419 ,,,080000,080000098800,1,,,,,,0,,,0,490,100,112
1100,20160112,11, 1,1,       1419 ,,,080000,080000101300,1,,,,,,0,,,0,495,9700,112
1100,20160112,11, 1,1,       1419 ,,080000,080000,080000129100,1,,,,,,0,495,500,112,495,9700,112
1100,20160112,11, 1,1,       1419 ,,080000,080000,080000537600,1,,,,,,0,495,600,112,495,9700,112
1100,20160112,11, 1,1,       1419 ,,080001,080001,080001628100,1,,,,,,0,495,700,112,495,9700,112
1100,20160112,11, 1,1,       1419 ,,080002,080002,080002529900,1,,,,,,0,495,700,112,495,9800,112
1100,20160112,11, 1,1,       1419 ,,080002,080002,080002663800,1,,,,,,0,495,900,112,495,9800,112
1100,20160112,11, 1,1,       1419 ,,080003,080003,080003139900,1,,,,,,0,495,1100,112,495,9800,112
1100,20160112,11, 1,1,       1419 ,,080003,080003,080003566900,1,,,,,,0,495,1200,112,495,9800,112
1100,20160112,11, 1,1,       1419 ,,080004,080004,080004152200,1,,,,,,0,495,1400,112,495,9800,112
1100,20160112,11, 1,1,       1419 ,,080006,080006,080006633200,1,,,,,,0,495,1500,112,495,9800,112
1100,20160112,11, 1,1,       1419 ,,080006,080006,080006795900,1,,,,,,0,495,1600,112,495,9800,112
1100,20160112,11, 1,1,       1419 ,,080007,080007,080007051200,1,,,,,,0,495,1900,112,495,9800,112
1100,20160112,11, 1,1,       1419 ,,080007,080007,080007124600,1,,,,,,0,495,1900,112,495,11200,112
1100,20160112,11, 1,1,       1419 ,,080008,080008,080008652500,1,,,,,,0,495,2100,112,495,11200,112
1100,20160112,11, 1,1,       1419 ,,080010,080010,080010129800,1,,,,,,0,495,2200,112,495,11200,112
1100,20160112,11, 1,1,       1419 ,,080011,080011,080011594300,1,,,,,,0,495,2300,112,495,11200,112
1100,20160112,11, 1,1,       1419 ,,080011,080011,080011815500,1,,,,,,0,495,2400,112,495,11200,112
1100,20160112,11, 1,1,       1419 ,,080012,080012,080012589100,1,,,,,,0,495,2500,112,495,11200,112
1100,20160112,11, 1,1,       1419 ,,080013,080013,080013344600,1,,,,,,0,495,2900,112,495,11200,112
1100,20160112,11, 1,1,       1419 ,,080013,080013,080013592000,1,,,,,,0,495,3000,112,495,11200,112
1100,20160112,11, 1,1,       1419 ,,080015,080015,080015060100,1,,,,,,0,495,3100,112,495,11200,112
1100,20160112,11, 1,1,       1419 ,,080015,080015,080015144400,1,,,,,,0,495,3200,112,495,11200,112
1100,20160112,11, 1,1,       1419 ,,080016,080016,080016055500,1,,,,,,0,495,3300,112,495,11200,112
1100,20160112,11, 1,1,       1419 ,,080016,080016,080016822200,1,,,,,,0,495,3400,112,495,11200,112
1100,20160112,11, 1,1,       1419 ,,080017,080017,080017546700,1,,,,,,0,495,3800,112,495,11200,112
1100,20160112,11, 1,1,       1419 ,,080017,080017,080017608200,1,,,,,,0,495,3900,112,495,11200,112
1100,20160112,11, 1,1,       1419 ,,080018,080018,080018782100,1,,,,,,0,495,4000,112,495,11200,112
1100,20160112,11, 1,1,       1419 ,,080021,080021,080021469100,1,,,,,,0,495,4100,112,495,11200,112
1100,20160112,11, 1,1,       1419 ,,080022,080022,080022627300,1,,,,,,0,495,4200,112,495,11200,112
1100,20160112,11, 1,1,       1419 ,,080022,080022,080022635400,1,,,,,,0,495,4300,112,495,11200,112
1100,20160112,11, 1,1,       1419 ,,080023,080023,080023055900,1,,,,,,0,495,4400,112,495,11200,112
1100,20160112,11, 1,1,       1419 ,,080023,080023,080023444700,1,,,,,,0,495,4500,112,495,11200,112
1100,20160112,11, 1,1,       1419 ,,080023,080023,080023546600,1,,,,,,0,495,4600,112,495,11200,112
1100,20160112,11, 1,1,       1419 ,,080025,080025,080025635600,1,,,,,,0,495,4700,112,495,11200,112
1100,20160112,11, 1,1,       1419 ,,080025,080025,080025659900,1,,,,,,0,495,5100,112,495,11200,112
1100,20160112,11, 1,1,       1419 ,,080026,080026,080026635700,1,,,,,,0,495,5200,112,495,11200,112
1100,20160112,11, 1,1,       1419 ,,080027,080027,080027135100,1,,,,,,0,495,5400,112,495,11200,112
1100,20160112,11, 1,1,       1419 ,,080028,080028,080028601800,1,,,,,,0,495,8400,112,495,11200,112
1100,20160112,11, 1,1,       1419 ,,080028,080028,080028605600,1,,,,,,0,495,10400,112,495,11200,112
1100,20160112,11, 1,1,       1419 ,,080028,080028,080028613000,1,,,,,,0,495,10500,112,495,11200,112
1100,20160112,11, 1,1,       1419 ,,080029,080029,080029125800,1,,,,,,0,495,10600,112,495,11200,112
1100,20160112,11, 1,1,       1419 ,,080029,080029,080029881600,1,,,,,,0,495,10700,112,495,11200,112
1100,20160112,11, 1,1,       1419 ,,080031,080031,080031941900,1,,,,,,0,495,10800,112,495,11200,112
1100,20160112,11, 1,1,       1419 ,,080031,080031,080031945100,1,,,,,,0,495,10900,112,495,11200,112
1100,20160112,11, 1,1,       1419 ,,080033,080033,080033121200,1,,,,,,0,495,11000,112,495,11200,112
1100,20160112,11, 1,1,       1419 ,,080033,080033,080033591400,1,,,,,,0,495,11100,112,495,11200,112
1100,20160112,11, 1,1,       1419 ,,080034,080034,080034117300,1,,,,,,0,495,11200,112,495,11200,112
1100,20160112,11, 1,1,       1419 ,,080034,080034,080034606800,1,,,,,,0,495,11300,112,494,11200,112
1100,20160112,11, 1,1,       1419 ,,080034,080034,080034867000,1,,,,,,0,495,11400,112,494,11200,112
1100,20160112,11, 1,1,       1419 ,,080035,080035,080035091600,1,,,,,,0,495,11500,112,494,11200,112
1100,20160112,11, 1,1,       1419 ,,080035,080035,080035586600,1,,,,,,0,495,11600,112,494,11200,112
1100,20160112,11, 1,1,       1419 ,,080035,080035,080035588200,1,,,,,,0,490,11200,112,490,11300,112
1100,20160112,11, 1,1,       1419 ,,080035,080035,080035612400,1,,,,,,0,490,11300,112,490,11300,112
1100,20160112,11, 1,1,       1419 ,,080035,080035,080035617600,1,,,,,,0,490,11400,112,489,11300,112
1100,20160112,11, 1,1,       1419 ,,080035,080035,080035622800,1,,,,,,0,488,11700,112,487,11300,112
1100,20160112,11, 1,1,       1419 ,,080035,080035,080035628000,1,,,,,,0,488,11900,112,487,11300,112
1100,20160112,11, 1,1,       1419 ,,080036,080036,080036646500,1,,,,,,0,488,12000,112,487,11300,112
1100,20160112,11, 1,1,       1419 ,,080037,080037,080037143200,1,,,,,,0,488,12100,112,487,11300,112
1100,20160112,11, 1,1,       1419 ,,080037,080037,080037180200,1,,,,,,0,488,12200,112,487,11300,112
1100,20160112,11, 1,1,       1419 ,,080037,080037,080037585000,1,,,,,,0,488,12300,112,487,11300,112
1100,20160112,11, 1,1,       1419 ,,080037,080037,080037612300,1,,,,,,0,488,12400,112,487,11300,112
1100,20160112,11, 1,1,       1419 ,,080039,080039,080039541100,1,,,,,,0,488,12500,112,487,11300,112
1100,20160112,11, 1,1,       1419 ,,080042,080042,080042057000,1,,,,,,0,488,12600,112,487,11300,112
1100,20160112,11, 1,1,       1419 ,,080043,080043,080043550700,1,,,,,,0,488,12700,112,487,11300,112
1100,20160112,11, 1,1,       1419 ,,080044,080044,080044603800,1,,,,,,0,488,12800,112,487,11300,112
1100,20160112,11, 1,1,       1419 ,,080045,080045,080045377900,1,,,,,,0,488,13200,112,487,11300,112
1100,20160112,11, 1,1,       1419 ,,080046,080046,080046535400,1,,,,,,0,485,11300,112,485,11400,112
1100,20160112,11, 1,1,       1419 ,,080047,080047,080047626400,1,,,,,,0,480,12000,112,479,11500,112
1100,20160112,11, 1,1,       1419 ,,080048,080048,080048118000,1,,,,,,0,480,12200,112,479,11500,112
1100,20160112,11, 1,1,       1419 ,,080048,080048,080048544300,1,,,,,,0,480,15000,112,479,11500,112
1100,20160112,11, 1,1,       1419 ,,080048,080048,080048629900,1,,,,,,0,480,15100,112,479,11500,112
1100,20160112,11, 1,1,       1419 ,,080048,080048,080048639100,1,,,,,,0,480,15200,112,479,11500,112
1100,20160112,11, 1,1,       1419 ,,080049,080049,080049123100,1,,,,,,0,480,15200,112,479,11600,112
1100,20160112,11, 1,1,       1419 ,,080049,080049,080049289100,1,,,,,,0,480,15300,112,479,11600,112
1100,20160112,11, 1,1,       1419 ,,080049,080049,080049439000,1,,,,,,0,480,15400,112,479,11600,112
1100,20160112,11, 1,1,       1419 ,,080050,080050,080050125900,1,,,,,,0,479,11700,112,478,11600,112
1100,20160112,11, 1,1,       1419 ,,080050,080050,080050584900,1,,,,,,0,479,11800,112,478,11600,112
1100,20160112,11, 1,1,       1419 ,,080052,080052,080052056700,1,,,,,,0,479,11900,112,478,11600,112
1100,20160112,11, 1,1,       1419 ,,080052,080052,080052917700,1,,,,,,0,478,11600,112,478,11600,112
1100,20160112,11, 1,1,       1419 ,,080053,080053,080053587700,1,,,,,,0,478,11900,112,477,11600,112
1100,20160112,11, 1,1,       1419 ,,080054,080054,080054542100,1,,,,,,0,478,12000,112,477,11600,112
1100,20160112,11, 1,1,       1419 ,,080058,080058,080058027900,1,,,,,,0,477,11600,112,477,11600,112
