1314.csv_col1,1314.csv_col2,1325.csv_col1,1325.csv_col2,1546.csv_col1,1546.csv_col2,1572.csv_col1,1572.csv_col2,1595.csv_col1,1595.csv_col2,1815.csv_col1,1815.csv_col2,1822.csv_col1,1822.csv_col2,1871.csv_col1,1871.csv_col2,2305.csv_col1,2305.csv_col2,2613.csv_col1,2613.csv_col2,2782.csv_col1,2782.csv_col2,2930.csv_col1,2930.csv_col2,3221.csv_col1,3221.csv_col2,3226.csv_col1,3226.csv_col2,3230.csv_col1,3230.csv_col2,3318.csv_col1,3318.csv_col2,3526.csv_col1,3526.csv_col2,3627.csv_col1,3627.csv_col2,3719.csv_col1,3719.csv_col2,3832.csv_col1,3832.csv_col2,3837.csv_col1,3837.csv_col2,3902.csv_col1,3902.csv_col2,3903.csv_col1,3903.csv_col2,4023.csv_col1,4023.csv_col2,4047.csv_col1,4047.csv_col2,4238.csv_col1,4238.csv_col2,4312.csv_col1,4312.csv_col2,4343.csv_col1,4343.csv_col2,4575.csv_col1,4575.csv_col2,4588.csv_col1,4588.csv_col2,4726.csv_col1,4726.csv_col2,4800.csv_col1,4800.csv_col2,4914.csv_col1,4914.csv_col2,4970.csv_col1,4970.csv_col2,5018.csv_col1,5018.csv_col2,5741.csv_col1,5741.csv_col2,5981.csv_col1,5981.csv_col2,6032.csv_col1,6032.csv_col2,6072.csv_col1,6072.csv_col2,6104.csv_col1,6104.csv_col2,6262.csv_col1,6262.csv_col2,6272.csv_col1,6272.csv_col2,6274.csv_col1,6274.csv_col2,6333.csv_col1,6333.csv_col2,6428.csv_col1,6428.csv_col2,6751.csv_col1,6751.csv_col2,6844.csv_col1,6844.csv_col2,6905.csv_col1,6905.csv_col2,6918.csv_col1,6918.csv_col2,6932.csv_col1,6932.csv_col2,7242.csv_col1,7242.csv_col2,7421.csv_col1,7421.csv_col2,7455.csv_col1,7455.csv_col2,7527.csv_col1,7527.csv_col2,7593.csv_col1,7593.csv_col2,7727.csv_col1,7727.csv_col2,7746.csv_col1,7746.csv_col2,7906.csv_col1,7906.csv_col2,7952.csv_col1,7952.csv_col2,7958.csv_col1,7958.csv_col2,8087.csv_col1,8087.csv_col2,8150.csv_col1,8150.csv_col2,8285.csv_col1,8285.csv_col2,8345.csv_col1,8345.csv_col2,8421.csv_col1,8421.csv_col2,8519.csv_col1,8519.csv_col2,8617.csv_col1,8617.csv_col2,9037.csv_col1,9037.csv_col2,9069.csv_col1,9069.csv_col2,9115.csv_col1,9115.csv_col2,9479.csv_col1,9479.csv_col2,9788.csv_col1,9788.csv_col2,9869.csv_col1,9869.csv_col2,9887.csv_col1,9887.csv_col2,9994.csv_col1,9994.csv_col2
94200,-0.1173419773095606,94200,0.0,94200,0.0,94200,0.0,94200,0.0,94200,0.0,94200,2.4492557510150115,94200,-0.143139580862,94200,-0.119722191599602,94200,0.0,94200,-0.1288256227757996,94200,0.0,94200,-0.0724869843812576,94200,0.0,94200,0.271228771228774,94200,0.0,94200,0.0,94200,0.1168495803744353,94200,0.0,94200,0.0,94200,0.0,94200,-0.0927186242224659,94200,0.0,94200,0.0,94200,0.0,94200,0.0,94200,0.0,94200,0.0,94200,0.0,94200,-0.5394932935916649,94200,0.0213745866792631,94200,0.0,94200,-1.418019026301069,94200,0.0,94200,-0.9290559120073436,94200,-24.13333333332858,94200,-0.2863924050632903,94200,0.0,94200,0.0,94200,-0.2271728898650764,94200,0.0,94200,-0.2229979466119084,94200,0.0,94200,-0.2299872935196962,94200,0.2120679554774418,94200,0.0,94200,0.0,94200,0.0,94200,0.0,94200,0.0,94200,0.0,94200,0.0558469608145628,94200,0.0,94200,0.0,94200,0.0,94200,0.0,94200,0.0,94200,0.1427107151304891,94200,24.79452054798598,94200,0.2707554225878861,94200,0.0,94200,0.0,94200,0.0,94200,0.0,94200,0.0,94200,-0.14823914823915,94200,0.0,94200,0.0,94200,0.2351412796362448,94200,0.0,94200,0.0,94200,0.0,94200,-0.0104382929642444,94200,-0.2550563660477468,94200,0.0
94300,-0.1329416085200123,94300,0.0,94300,0.0,94300,0.0,94300,0.0,94300,0.0,94300,-0.2840329540996511,94300,0.0,94300,-0.04533500313087,94300,0.0,94300,0.0,94300,0.0,94300,-0.2344559585492233,94300,0.0,94300,0.0,94300,0.0,94300,0.0,94300,0.1046242774566474,94300,-4.361445783132608,94300,0.0,94300,-0.0351217619093819,94300,0.0,94300,0.0,94300,0.0,94300,0.0,94300,-0.6188034188034275,94300,0.0,94300,0.0,94300,0.0,94300,0.0,94300,0.0,94300,0.0,94300,0.0,94300,0.0,94300,0.0,94300,-1.0432276657060608,94300,0.0,94300,0.0,94300,0.0,94300,-0.1469752334551355,94300,0.0,94300,-0.191331923890062,94300,0.0,94300,-0.05973597359736,94300,0.1749637506041539,94300,0.0,94300,-0.4299287410926302,94300,0.0,94300,0.0,94300,0.0,94300,-0.2228377962449992,94300,0.0,94300,0.0,94300,0.0,94300,0.0,94300,0.3094017094017136,94300,0.0,94300,0.1248878769060921,94300,0.1922464152947547,94300,-0.2663331371394959,94300,0.0,94300,-0.3761038961038889,94300,0.0,94300,0.0,94300,0.0,94300,-0.1740384615384639,94300,0.0,94300,0.0,94300,0.0,94300,-0.1432528690146418,94300,0.0,94300,0.1195113898976569,94300,0.0105484002564251,94300,0.0,94300,0.0
94400,0.1533248623464602,94400,0.0,94400,0.0,94400,0.0,94400,0.0,94400,0.0,94400,-0.1983561643835658,94400,0.0,94400,0.0,94400,0.0,94400,0.0,94400,-1.9392857142858075,94400,0.0,94400,0.0,94400,0.0,94400,0.0,94400,0.0,94400,-0.2841444270015701,94400,0.0,94400,0.2244265344079368,94400,0.0,94400,0.0,94400,-0.2292590246991821,94400,-0.1631365479945906,94400,-2.350649350649181,94400,-0.2029147982062854,94400,0.0,94400,0.0,94400,0.865338645418317,94400,1.1715210355987558,94400,-0.0627818244883802,94400,0.0,94400,-2.019187862561337,94400,0.0,94400,-0.9354005167960197,94400,0.0,94400,-0.8026607538802629,94400,0.0,94400,0.0,94400,0.0,94400,0.0,94400,0.1183006535947701,94400,0.0,94400,0.0,94400,0.0,94400,0.0,94400,0.0,94400,-0.0755425709515847,94400,-0.4646983311938235,94400,0.0,94400,0.0,94400,-0.1057860900058437,94400,-0.4004424778761086,94400,0.0,94400,-0.0448964405308197,94400,0.472584856396872,94400,0.0,94400,-0.1110225111942584,94400,0.0,94400,0.072603289209788,94400,0.0,94400,-0.3014154870940791,94400,0.0,94400,0.0,94400,0.0,94400,-0.2107101280558825,94400,0.0,94400,-0.0510938602681717,94400,0.0,94400,-0.1672055427251729,94400,0.0,94400,-0.3202595104688907,94400,0.0104382929642443,94400,0.0,94400,0.0
94500,-0.1329416085200123,94500,0.0,94500,0.0,94500,0.0,94500,0.0515742983330964,94500,0.0,94500,0.0,94500,0.3341024457775705,94500,0.0,94500,0.0,94500,0.0,94500,-2.0646387832698565,94500,0.0,94500,0.1373814041745733,94500,0.0,94500,0.0,94500,-0.6869070208728765,94500,-0.132309941520468,94500,0.0,94500,0.183291139240507,94500,0.0,94500,0.0145991288917566,94500,1.1898110106820412,94500,-0.1949380721593948,94500,0.8701923076923541,94500,0.0,94500,0.0,94500,0.0,94500,0.3092695429303698,94500,0.0,94500,0.0,94500,0.0,94500,0.0,94500,0.0,94500,14.480000000036874,94500,0.0,94500,0.0,94500,0.0,94500,0.0,94500,0.0,94500,0.0654138055655944,94500,0.4231443600233748,94500,0.0,94500,0.0,94500,0.0,94500,0.0,94500,-1.508333333333295,94500,-0.5720090293453624,94500,0.0,94500,0.0687689969604867,94500,-0.2867326732673277,94500,-0.0591503267973851,94500,0.0,94500,0.0,94500,0.0470068822230878,94500,-0.4813829787234077,94500,0.0,94500,0.0,94500,0.3224944320712868,94500,-0.2030665669409145,94500,0.0,94500,0.0,94500,0.0,94500,0.0,94500,0.0,94500,0.0,94500,-0.5924713584288095,94500,0.0,94500,0.0951880094662105,94500,0.0,94500,0.3549019607843153,94500,-0.3140997830802639,94500,-0.1033046059014898,94500,0.0,94500,0.0
94600,-0.1533248623464604,94600,0.0,94600,0.0,94600,0.0,94600,0.0,94600,0.0,94600,0.4948735475051395,94600,-0.2504323763403654,94600,0.0,94600,0.0,94600,0.0,94600,0.0,94600,0.0,94600,0.0,94600,0.0355599214145385,94600,0.0,94600,0.0,94600,-0.6099410278011805,94600,0.0,94600,0.0,94600,-0.0364002011060832,94600,-0.0287781222672708,94600,-0.1358348968105084,94600,0.0,94600,0.0,94600,-1.527426160337623,94600,0.0,94600,0.0,94600,0.0,94600,0.0,94600,0.111645694547249,94600,0.0,94600,0.396234676007009,94600,0.0,94600,0.0,94600,0.0,94600,0.0,94600,0.0,94600,-0.1565067012537816,94600,0.0,94600,0.0,94600,0.0,94600,-0.4441717791411027,94600,-0.3811863811863839,94600,0.0,94600,-1.819095477386752,94600,-1.4836065573771238,94600,0.0,94600,0.0,94600,-0.0643441166014935,94600,0.0,94600,0.0,94600,0.0,94600,0.0,94600,0.0897928810616393,94600,0.0,94600,0.0,94600,0.1248878769060921,94600,0.0,94600,0.0,94600,0.0,94600,-1.2943980929677628,94600,0.0,94600,0.0,94600,0.0,94600,0.0,94600,-1.4538152610442026,94600,-0.1615350290049069,94600,0.0,94600,0.0,94600,0.0,94600,0.0,94600,0.0,94600,-0.0805608100589746,94600,0.0
94700,-0.3621810905452644,94700,0.0,94700,0.0,94700,0.0,94700,0.0,94700,0.0,94700,0.3310470964792009,94700,0.0,94700,0.0,94700,0.0,94700,0.0,94700,0.0,94700,0.0,94700,0.0,94700,0.0,94700,0.0,94700,0.0,94700,-0.7818574514038912,94700,-1.2974910394265164,94700,0.0,94700,0.0,94700,0.0592616845379387,94700,0.0,94700,0.0,94700,0.4652956298200648,94700,0.0,94700,0.0,94700,0.0,94700,-0.1181076672104399,94700,0.5394932935916648,94700,-0.2812118521806686,94700,-3.067796610169708,94700,-0.0567576042646601,94700,0.0,94700,-4.677002583980098,94700,48.26666666665716,94700,0.0,94700,0.0,94700,0.7421834956432525,94700,-0.3445978105663956,94700,-0.1841926729986427,94700,-0.520328542094453,94700,0.0,94700,-0.513329551900176,94700,0.446729740847382,94700,6.662576687117382,94700,0.0,94700,0.0,94700,0.0,94700,-0.8252279635258418,94700,0.0,94700,0.0,94700,0.0,94700,0.0,94700,0.1235916695117784,94700,0.0,94700,0.0,94700,-0.3330675335827755,94700,0.0,94700,0.0,94700,0.3650244886199925,94700,0.0,94700,0.294788273615634,94700,1.386973180076311,94700,0.0,94700,-0.5339233038348197,94700,0.0,94700,-0.3210927798474328,94700,0.2607442977190868,94700,-0.4015529672767607,94700,0.2619392185238793,94700,0.0,94700,0.0115205906689581,94700,0.0,94700,0.0
94800,-0.2839215686274408,94800,0.0,94800,0.0,94800,0.0,94800,0.0,94800,0.0,94800,0.0,94800,0.0,94800,0.0,94800,0.0,94800,0.1478758169934628,94800,0.0,94800,0.0,94800,0.0,94800,0.0,94800,0.0,94800,0.0,94800,1.7920792079208283,94800,0.0,94800,0.0,94800,0.0,94800,-0.0139865543621049,94800,-0.3143725575336569,94800,-1.2107023411371074,94800,-0.317543859649129,94800,0.0,94800,0.0,94800,0.0,94800,0.0,94800,-0.3504356243949705,94800,0.0,94800,0.0,94800,0.0,94800,0.0,94800,0.0,94800,0.0,94800,0.0,94800,0.0,94800,-0.4260076493086178,94800,0.0,94800,0.0752598752598749,94800,0.0,94800,0.0,94800,0.0,94800,0.0,94800,0.0,94800,0.0,94800,0.0,94800,0.0,94800,-0.7869565217391631,94800,0.0,94800,0.2514762070163228,94800,0.0,94800,0.0,94800,0.0,94800,-0.9282051282051412,94800,0.0,94800,0.0,94800,-1.097339171438239,94800,0.0,94800,0.0,94800,0.0,94800,0.0,94800,0.0,94800,0.0,94800,0.0,94800,0.0,94800,0.0,94800,0.0,94800,-0.3354958294717327,94800,0.0,94800,0.4579380139152511,94800,0.0,94800,0.0,94800,0.0
94900,0.0,94900,0.0,94900,0.0,94900,0.0,94900,0.0,94900,0.0,94900,-0.3730676743387201,94900,0.0,94900,0.0,94900,0.0,94900,0.0,94900,0.0,94900,0.0,94900,-0.1207874541207877,94900,0.0,94900,0.0,94900,0.0,94900,-0.6418439716312103,94900,0.0,94900,0.0,94900,0.0,94900,0.0,94900,0.2292590246991821,94900,0.0,94900,0.9305912596401298,94900,0.0,94900,0.0,94900,0.0,94900,0.0,94900,0.0,94900,-0.2794503628222948,94900,0.0,94900,0.0,94900,0.0,94900,0.0,94900,0.0,94900,0.0,94900,0.0,94900,0.1855458739108131,94900,0.0,94900,0.0,94900,-0.1549657534246558,94900,0.0,94900,1.0547785547785795,94900,0.0,94900,0.0,94900,0.0,94900,0.0,94900,-0.8681055155874788,94900,5.540816326531692,94900,-0.4019988895058323,94900,-0.0502359145156809,94900,0.0,94900,0.0,94900,0.0366656538033018,94900,0.0,94900,-0.3849016480595444,94900,0.4994021889083035,94900,2.5051903114176444,94900,0.0,94900,0.0,94900,0.0,94900,0.0,94900,0.0,94900,0.0,94900,0.0,94900,0.0,94900,0.0,94900,0.0,94900,0.0,94900,0.0,94900,0.0,94900,0.0683362698212937,94900,0.0,94900,0.0
95000,-0.3964950711938466,95000,0.0,95000,-0.3305936073059629,95000,0.0,95000,-0.049044844871969,95000,0.0,95000,0.0,95000,0.0,95000,-0.0474878656696832,95000,0.0,95000,0.1288256227757998,95000,0.0,95000,-0.1020868584320363,95000,0.1373814041745733,95000,0.0,95000,0.0,95000,0.0,95000,-3.5841584158416566,95000,0.0,95000,0.0,95000,0.0,95000,0.0,95000,-1.492014425553867,95000,0.0,95000,-0.482023968042617,95000,0.0,95000,0.0,95000,0.0,95000,0.26785053644099,95000,0.0,95000,-0.11634883222627,95000,0.0,95000,-0.0601728723404259,95000,0.0,95000,0.0,95000,0.0,95000,0.0,95000,0.0,95000,0.0,95000,0.0,95000,-0.0699922660479502,95000,0.0,95000,0.0,95000,0.0,95000,0.0,95000,0.0,95000,12.27118644067669,95000,-0.1909282700421863,95000,-6.581818181815243,95000,0.2823712948518024,95000,0.0,95000,0.0,95000,0.0,95000,0.0,95000,0.0353688324377134,95000,0.0,95000,0.0,95000,0.0,95000,0.0,95000,0.0,95000,0.0,95000,0.0,95000,0.0,95000,0.0,95000,0.2081656124209367,95000,0.0,95000,0.0,95000,0.6621374444734667,95000,0.0,95000,0.0,95000,-0.4151376146789002,95000,0.0,95000,0.0639651313464484,95000,-0.1095243858162904,95000,0.0
95100,-0.6569872958257171,95100,0.0,95100,0.0,95100,0.0,95100,0.0,95100,0.0,95100,0.3967123287671315,95100,0.0,95100,0.2492769590965404,95100,0.0,95100,0.0,95100,0.6464285714286024,95100,0.0,95100,0.0,95100,0.0,95100,0.0,95100,0.0,95100,0.0,95100,0.0,95100,0.0,95100,0.0,95100,0.0,95100,0.0,95100,0.0,95100,-0.9305912596401296,95100,0.0,95100,0.2333978078658916,95100,0.0,95100,0.0,95100,0.0,95100,-0.0877788554801167,95100,0.0,95100,-1.0244074991156782,95100,0.0,95100,0.0,95100,0.0,95100,0.0,95100,0.0,95100,0.0,95100,0.0,95100,0.0,95100,0.0,95100,0.0,95100,0.0,95100,0.0,95100,0.8694955964771953,95100,0.0,95100,-1.1799217731420526,95100,1.179153094462635,95100,0.0,95100,0.0,95100,0.0,95100,0.6678966789667966,95100,0.0,95100,-0.0341606114938188,95100,-4.3095238095246495,95100,0.0,95100,0.0,95100,-1.7867719644617823,95100,0.0,95100,0.0,95100,0.0,95100,0.0,95100,0.0,95100,0.0,95100,-0.5727848101266086,95100,-3.2035398230087235,95100,0.0,95100,0.06893924966673,95100,0.0,95100,0.0,95100,0.0,95100,-0.1603188662533218,95100,0.0,95100,0.0
95200,-3.8306878306869088,95200,0.0,95200,-2.469304229195388,95200,0.0,95200,0.0,95200,0.0,95200,0.0,95200,0.0,95200,-0.0798147943997347,95200,0.0,95200,0.0,95200,-0.3926247288503368,95200,0.4547738693467351,95200,0.0,95200,0.0,95200,0.0,95200,0.0,95200,0.0,95200,0.0,95200,0.15489944373128,95200,0.0,95200,0.0,95200,0.3790575916230219,95200,-4.596825396825692,95200,-13.407407407412938,95200,0.0,95200,0.3784631468897002,95200,0.0,95200,0.5281587394222331,95200,0.0,95200,-0.0962254120148859,95200,1.4836065573769983,95200,-2.623188405796272,95200,0.1328928046989717,95200,0.5087842586085507,95200,0.0,95200,0.0,95200,0.0,95200,-0.1565067012537816,95200,0.0,95200,-0.0752598752598751,95200,0.0,95200,0.0,95200,-0.4106636415201408,95200,0.0,95200,0.0,95200,0.0,95200,5.246376811595672,95200,1.623318385650284,95200,-0.4403892944039032,95200,-0.6722376973073414,95200,0.0528930450029219,95200,0.0,95200,0.0,95200,0.0353688324377134,95200,0.0,95200,0.6257562662057086,95200,0.2220450223885171,95200,4.087829360100992,95200,0.0,95200,-0.2483115238497247,95200,-1.4655870445346288,95200,0.0,95200,0.0,95200,0.0,95200,-2.6814814814817707,95200,0.0,95200,-0.2276371639679272,95200,0.0,95200,1.0097629009762883,95200,0.0,95200,0.3140997830802639,95200,0.0,95200,0.0245990758358252,95200,0.0
95300,0.6766355140187492,95300,0.0,95300,0.0,95300,0.0,95300,0.0,95300,0.0,95300,0.0,95300,0.0,95300,-0.3035821253144813,95300,0.0,95300,0.0,95300,-2.5857142857144098,95300,0.0781519861830744,95300,0.0,95300,0.0,95300,0.0,95300,0.0,95300,0.0,95300,0.0,95300,0.0,95300,0.0,95300,0.0425548589341691,95300,-0.8246013667425734,95300,-0.9585172109443784,95300,0.0,95300,0.0,95300,-0.2745544178991267,95300,0.0,95300,0.0,95300,2.6974664679583245,95300,1.0114705882352988,95300,0.0,95300,-51.71428571429579,95300,0.0,95300,0.337214718211448,95300,-0.4898511502029751,95300,0.0,95300,-0.5289304500292185,95300,-0.3710917478216261,95300,-1.0515613652868494,95300,0.0,95300,0.1833839918946278,95300,-0.7991169977924895,95300,0.0,95300,0.0,95300,0.0,95300,0.0,95300,0.0,95300,-0.2062678062678091,95300,1.5739130434783264,95300,-2.050991501416489,95300,-0.0502359145156809,95300,0.0,95300,0.0,95300,0.0341606114938188,95300,0.0,95300,0.0,95300,0.0,95300,0.1785450061652334,95300,-0.8493664946034835,95300,0.0254106415836021,95300,0.0,95300,0.0,95300,6.391653290529083,95300,0.0,95300,-0.7973568281937815,95300,-1.4538152610442026,95300,0.0,95300,0.0,95300,-0.251214434420541,95300,0.0,95300,1.1951138989765695,95300,0.0238660337552742,95300,0.0,95300,0.0
95400,1.2107023411371851,95400,0.0,95400,0.0,95400,0.0,95400,0.0515742983330964,95400,0.0,95400,0.0,95400,0.0,95400,0.0,95400,0.0,95400,0.0,95400,0.0,95400,0.0,95400,0.0,95400,0.0,95400,0.0,95400,-2.193939393939509,95400,0.0,95400,0.0,95400,0.0,95400,0.0,95400,0.0,95400,0.0,95400,0.0,95400,2.701492537313343,95400,0.0,95400,0.0,95400,0.0,95400,0.0,95400,0.4377267230955282,95400,0.0264658575815177,95400,1.1947194719471783,95400,0.0,95400,0.7038237200259212,95400,0.0,95400,-0.9602122015915044,95400,0.0,95400,0.0,95400,-0.2950285248573709,95400,0.0,95400,0.0,95400,0.0,95400,0.0,95400,0.0,95400,0.0,95400,0.0,95400,0.2311621966794361,95400,0.0,95400,0.0,95400,-0.3057432432432482,95400,0.0,95400,0.0,95400,0.0,95400,0.0,95400,0.0,95400,0.0,95400,0.0,95400,0.0908497716207397,95400,0.0,95400,-5.074766355140619,95400,0.0,95400,-7.869565217388814,95400,0.0,95400,0.0,95400,0.3445978105664038,95400,3.934782608694407,95400,-3.2035398230087235,95400,0.0,95400,-0.0644931409228575,95400,0.0,95400,0.0,95400,0.0,95400,0.0,95400,0.0,95400,0.0
95500,0.0,95500,0.0,95500,-0.3361188486536398,95500,0.0,95500,0.0,95500,0.0,95500,-0.1420164770498254,95500,0.0,95500,0.1245484259418527,95500,0.0,95500,0.0,95500,0.8153153153152906,95500,0.0,95500,0.0,95500,0.0,95500,0.0,95500,0.0,95500,1.3869731800766174,95500,-4.361445783132608,95500,-0.134123749536866,95500,0.0,95500,0.0408178606329399,95500,6.268398268397257,95500,23.10638297871345,95500,0.8758064516128952,95500,0.0,95500,0.0,95500,0.0,95500,0.3456177200687407,95500,-0.1014858424446316,95500,0.0,95500,0.0,95500,0.0,95500,0.0,95500,0.2521769418321085,95500,0.0,95500,0.0,95500,0.0,95500,0.0,95500,0.0,95500,0.0,95500,0.3099315068493116,95500,0.0,95500,0.0,95500,0.0,95500,0.0,95500,0.0,95500,0.0,95500,0.7796123474515573,95500,0.0,95500,0.0,95500,-0.0528930450029218,95500,0.0,95500,0.4704353476283291,95500,0.0660644219363078,95500,0.0,95500,0.0,95500,0.3331339437721432,95500,0.0,95500,0.0,95500,0.0,95500,0.0,95500,0.0,95500,0.0786102062975016,95500,0.0,95500,0.0,95500,-1.4538152610442026,95500,-0.0736820679829016,95500,0.0,95500,-0.3354958294717327,95500,0.0,95500,0.0,95500,-0.3263361236316814,95500,0.0,95500,0.0
95600,0.1825516893595602,95600,0.0,95600,0.5062937062936435,95600,0.0,95600,0.0,95600,0.0,95600,0.3310470964792009,95600,0.0,95600,0.0553770842894287,95600,0.0,95600,0.0,95600,0.0,95600,0.0724869843812576,95600,-0.1207874541207877,95600,-0.0343388351356481,95600,0.0,95600,0.0,95600,0.2905296950240761,95600,0.0,95600,0.0,95600,0.0,95600,0.0,95600,-1.509231685527066,95600,-0.3195057369814594,95600,-0.0778159931212377,95600,0.0,95600,0.0,95600,0.0,95600,0.0513693770398751,95600,0.0,95600,0.0,95600,-0.8165413533834536,95600,0.0,95600,0.0,95600,0.0,95600,-48.266666666657166,95600,0.0,95600,-0.6736972704714528,95600,-0.4184971098265801,95600,0.0,95600,0.0,95600,-0.8281045751633914,95600,0.0,95600,0.0,95600,0.0,95600,0.0,95600,0.0,95600,0.8399071925754436,95600,0.0,95600,-0.2201946472019516,95600,0.0,95600,0.0,95600,0.0,95600,0.0,95600,0.0,95600,0.0,95600,0.0,95600,0.0624719566492941,95600,0.0,95600,-0.2767584097859269,95600,0.0,95600,0.6873417721519306,95600,0.2276729559748422,95600,0.0,95600,0.0,95600,0.0,95600,3.2035398230087235,95600,0.2386288727752108,95600,0.13787849933346,95600,0.0,95600,0.0,95600,0.3266656640096268,95600,-0.0173007073217359,95600,0.0,95600,0.0
95700,0.0,95700,0.0,95700,-0.3361188486536398,95700,0.0,95700,0.0,95700,0.0,95700,0.1243558914462401,95700,0.0,95700,0.0,95700,0.0,95700,-0.1141235813366953,95700,0.0,95700,0.0,95700,0.0,95700,0.0,95700,0.0,95700,0.0,95700,0.0,95700,0.0,95700,0.0,95700,0.0,95700,0.0,95700,0.0,95700,0.0,95700,0.0,95700,0.9653333333332488,95700,0.0,95700,0.0,95700,0.0,95700,0.0,95700,-0.1031339031339032,95700,0.0,95700,0.0,95700,0.0,95700,-0.1006954102920705,95700,0.5105782792665745,95700,0.0,95700,0.0,95700,0.0,95700,0.0,95700,-0.1627697841726612,95700,0.0,95700,0.0,95700,-0.6968238691049222,95700,0.0,95700,0.0,95700,0.0,95700,0.0,95700,0.0,95700,0.0,95700,0.0,95700,-0.0558469608145629,95700,0.0,95700,0.0,95700,-0.0309851921595478,95700,-2.604316546762436,95700,0.0,95700,-0.1175973751746092,95700,-0.0757480644486312,95700,0.0,95700,0.0,95700,0.0,95700,0.0,95700,-0.0728810146969992,95700,0.0,95700,-0.7973568281937815,95700,0.0,95700,-0.3210927798474328,95700,0.0,95700,0.0,95700,0.0,95700,0.0,95700,-0.2112634957688949,95700,0.0,95700,0.0
95800,0.0,95800,0.0,95800,-0.5062937062936435,95800,0.0,95800,0.0,95800,0.0,95800,0.0,95800,0.0,95800,-0.2623568633135208,95800,0.0,95800,0.0,95800,0.0,95800,0.3379387602688579,95800,0.0,95800,-0.0355599214145385,95800,0.0,95800,0.0,95800,-0.2251243781094521,95800,0.0,95800,0.0,95800,0.0,95800,0.0,95800,-1.693567251462062,95800,-0.4695201037613364,95800,0.0,95800,-0.2455902306648466,95800,0.0,95800,0.0,95800,0.0,95800,0.1129485179407181,95800,0.0,95800,0.0,95800,-0.5417253521126739,95800,0.0,95800,0.0,95800,0.0,95800,-4.067415730336998,95800,0.0,95800,1.4393638170973595,95800,0.0,95800,0.0,95800,0.0,95800,0.0,95800,-1.7238095238096345,95800,0.0,95800,-0.3100642398286964,95800,0.0,95800,-0.2282471626733976,95800,0.0,95800,0.0,95800,0.0,95800,-0.1183006535947701,95800,0.8008849557522175,95800,0.0,95800,0.0,95800,0.0,95800,0.0,95800,0.0666347605198247,95800,2.540638442381776,95800,0.0,95800,0.0,95800,0.0,95800,0.0,95800,-0.6288816503800135,95800,0.0,95800,0.0,95800,0.0,95800,0.0,95800,0.0,95800,0.5048814504881443,95800,0.0,95800,-0.3283074481351329,95800,-0.0446417560734988,95800,-0.264093381085027,95800,0.0
95900,-0.1543710021321991,95900,0.0,95900,0.0,95900,0.0,95900,0.0,95900,0.0,95900,0.0,95900,0.0,95900,0.0711338180389065,95900,0.0,95900,0.1288256227757998,95900,0.0,95900,0.0,95900,0.0,95900,0.0,95900,0.0,95900,0.0,95900,0.0,95900,0.0,95900,0.0,95900,0.0,95900,0.0,95900,0.0,95900,0.0,95900,-0.0843822843822839,95900,0.976618705035914,95900,0.0,95900,0.0,95900,0.0,95900,0.1014858424446316,95900,-0.3737293519695054,95900,2.967213114753997,95900,-0.0695351517479824,95900,0.0,95900,0.0,95900,0.0,95900,0.0,95900,0.0,95900,-1.770171149144226,95900,0.0,95900,0.0,95900,-2.0646387832698565,95900,0.0,95900,0.0,95900,0.0,95900,0.0,95900,0.0,95900,0.0,95900,0.1460266236385652,95900,0.0,95900,-0.975741239892157,95900,0.0,95900,0.0,95900,0.0,95900,0.0,95900,0.0,95900,0.0,95900,0.0,95900,0.0,95900,0.0,95900,0.0,95900,0.0,95900,0.0,95900,0.0,95900,0.0,95900,0.0,95900,0.0,95900,0.0,95900,0.0,95900,0.0,95900,0.0,95900,0.0,95900,0.0233638827933395,95900,0.0,95900,0.0
100000,0.1825516893595602,100000,0.0,100000,0.0,100000,0.0,100000,0.0,100000,0.0,100000,0.0,100000,0.0,100000,-0.0664098330581536,100000,0.0,100000,0.0,100000,0.0,100000,0.0,100000,-0.1373814041745734,100000,0.0,100000,0.0,100000,0.0,100000,0.0,100000,0.0,100000,0.0,100000,0.0,100000,0.0,100000,-2.4418212478919203,100000,0.0,100000,-0.0921588594704679,100000,-0.1646951774340261,100000,0.9461578672242504,100000,0.0,100000,0.0,100000,0.0921354034105375,100000,0.0,100000,0.3739669421487572,100000,0.0,100000,0.0,100000,0.0,100000,-0.3380018674136329,100000,0.0,100000,0.0,100000,0.0,100000,0.0,100000,0.0,100000,0.0,100000,0.0,100000,0.0,100000,0.0,100000,0.0,100000,0.0,100000,0.0,100000,0.1274199225624792,100000,0.0,100000,0.0,100000,0.0,100000,-0.4447174447174463,100000,0.0,100000,-0.0319759738538998,100000,0.8116591928251422,100000,0.0,100000,0.0,100000,0.0,100000,0.0,100000,0.0,100000,-1.0862715678920027,100000,0.0,100000,0.2118197776477397,100000,-0.2562831858407118,100000,3.934782608694407,100000,0.0,100000,0.0,100000,-0.0605857740585772,100000,0.0,100000,0.0,100000,0.0,100000,0.0,100000,0.0,100000,0.0
