timestamp,trade_volume,best_ask,best_bid,ask_size,bid_size
2016-01-04 10:00:00,11000.0,796.0,795.0,26000.0,31000.0
2016-01-04 10:01:00,7000.0,796.0,795.0,13000.0,33000.0
2016-01-04 10:02:00,1000.0,796.0,795.0,6000.0,44000.0
2016-01-04 10:03:00,3000.0,796.0,795.0,7000.0,34000.0
2016-01-04 10:04:00,5000.0,797.0,796.0,14000.0,12000.0
2016-01-04 10:05:00,19000.0,797.0,796.0,20000.0,17000.0
2016-01-04 10:06:00,15000.0,797.0,796.0,18000.0,13000.0
2016-01-04 10:07:00,24000.0,797.0,796.0,17000.0,32000.0
2016-01-04 10:08:00,21000.0,798.0,797.0,29000.0,6000.0
2016-01-04 10:09:00,2000.0,797.0,796.0,13000.0,14000.0
2016-01-04 10:10:00,0.0,797.0,796.0,25000.0,12000.0
2016-01-04 10:11:00,4000.0,797.0,796.0,3000.0,24000.0
2016-01-04 10:12:00,0.0,797.0,796.0,20000.0,11000.0
2016-01-04 10:13:00,17000.0,797.0,795.0,37000.0,49000.0
2016-01-04 10:14:00,9000.0,797.0,795.0,39000.0,48000.0
2016-01-04 10:15:00,2000.0,797.0,796.0,38000.0,1000.0
2016-01-04 10:16:00,2000.0,796.0,795.0,6000.0,38000.0
2016-01-04 10:17:00,36000.0,795.0,794.0,8000.0,24000.0
2016-01-04 10:18:00,21000.0,795.0,793.0,25000.0,49000.0
2016-01-04 10:19:00,1000.0,795.0,794.0,48000.0,2000.0
2016-01-04 10:20:00,59000.0,794.0,792.0,52000.0,47000.0
2016-01-04 10:21:00,0.0,794.0,792.0,53000.0,51000.0
2016-01-04 10:22:00,5000.0,794.0,793.0,44000.0,11000.0
2016-01-04 10:23:00,22000.0,794.0,793.0,15000.0,8000.0
2016-01-04 10:24:00,0.0,794.0,793.0,43000.0,3000.0
2016-01-04 10:25:00,43000.0,794.0,793.0,13000.0,12000.0
2016-01-04 10:26:00,13000.0,793.0,792.0,25000.0,31000.0
2016-01-04 10:27:00,0.0,793.0,792.0,24000.0,31000.0
2016-01-04 10:28:00,0.0,793.0,792.0,30000.0,31000.0
2016-01-04 10:29:00,28000.0,792.0,791.0,6000.0,41000.0
2016-01-04 10:30:00,2000.0,792.0,791.0,28000.0,24000.0
2016-01-04 10:31:00,0.0,792.0,791.0,5000.0,42000.0
2016-01-04 10:32:00,15000.0,792.0,791.0,24000.0,22000.0
2016-01-04 10:33:00,99000.0,791.0,789.0,44000.0,66000.0
2016-01-04 10:34:00,0.0,790.0,789.0,15000.0,54000.0
2016-01-04 10:35:00,14000.0,790.0,789.0,40000.0,46000.0
2016-01-04 10:36:00,14000.0,790.0,789.0,18000.0,47000.0
2016-01-04 10:37:00,18000.0,790.0,789.0,21000.0,46000.0
2016-01-04 10:38:00,59000.0,790.0,789.0,62000.0,2000.0
2016-01-04 10:39:00,4000.0,789.0,788.0,7000.0,56000.0
2016-01-04 10:40:00,0.0,789.0,788.0,24000.0,58000.0
2016-01-04 10:41:00,29000.0,790.0,789.0,34000.0,17000.0
2016-01-04 10:42:00,0.0,790.0,789.0,27000.0,20000.0
2016-01-04 10:43:00,0.0,790.0,789.0,28000.0,21000.0
2016-01-04 10:44:00,0.0,790.0,789.0,35000.0,25000.0
2016-01-04 10:45:00,16000.0,789.0,788.0,30000.0,62000.0
2016-01-04 10:46:00,3000.0,789.0,788.0,15000.0,72000.0
2016-01-04 10:47:00,3000.0,789.0,788.0,20000.0,79000.0
2016-01-04 10:48:00,7000.0,789.0,788.0,2000.0,82000.0
2016-01-04 10:49:00,79000.0,789.0,788.0,32000.0,10000.0
2016-01-04 10:50:00,63000.0,788.0,787.0,34000.0,9000.0
2016-01-04 10:51:00,12000.0,787.0,786.0,17000.0,59000.0
2016-01-04 10:52:00,4000.0,787.0,786.0,31000.0,57000.0
2016-01-04 10:53:00,36000.0,787.0,786.0,28000.0,61000.0
2016-01-04 10:54:00,1000.0,787.0,786.0,12000.0,79000.0
2016-01-04 10:55:00,9000.0,787.0,786.0,13000.0,61000.0
2016-01-04 10:56:00,3000.0,787.0,786.0,14000.0,60000.0
2016-01-04 10:57:00,67000.0,786.0,785.0,8000.0,86000.0
2016-01-04 10:58:00,82000.0,785.0,784.0,21000.0,39000.0
2016-01-04 10:59:00,7000.0,785.0,784.0,23000.0,37000.0
2016-01-04 11:00:00,22000.0,786.0,784.0,46000.0,57000.0
2016-01-04 11:01:00,53000.0,784.0,783.0,15000.0,32000.0
2016-01-04 11:02:00,36000.0,785.0,784.0,21000.0,13000.0
2016-01-04 11:03:00,21000.0,785.0,783.0,36000.0,49000.0
2016-01-04 11:04:00,22000.0,784.0,783.0,23000.0,15000.0
2016-01-04 11:05:00,55000.0,783.0,782.0,17000.0,22000.0
2016-01-04 11:06:00,63000.0,784.0,782.0,32000.0,31000.0
2016-01-04 11:07:00,16000.0,784.0,783.0,19000.0,14000.0
2016-01-04 11:08:00,1000.0,784.0,783.0,12000.0,19000.0
2016-01-04 11:09:00,29000.0,785.0,783.0,38000.0,50000.0
