timestamp,trade_volume,best_ask,best_bid,ask_size,bid_size
2016-01-04 10:00:00,400.0,9180.0,9160.0,100.0,300.0
2016-01-04 10:01:00,0.0,9180.0,9160.0,100.0,500.0
2016-01-04 10:02:00,0.0,9180.0,9160.0,100.0,700.0
2016-01-04 10:03:00,100.0,9200.0,9170.0,100.0,800.0
2016-01-04 10:04:00,0.0,9200.0,9170.0,100.0,700.0
2016-01-04 10:05:00,100.0,9220.0,9200.0,300.0,200.0
2016-01-04 10:06:00,200.0,9220.0,9210.0,100.0,300.0
2016-01-04 10:07:00,300.0,9260.0,9240.0,200.0,200.0
2016-01-04 10:08:00,0.0,9260.0,9250.0,100.0,300.0
2016-01-04 10:09:00,0.0,9260.0,9250.0,200.0,400.0
2016-01-04 10:10:00,0.0,9260.0,9250.0,200.0,400.0
2016-01-04 10:11:00,0.0,9260.0,9250.0,200.0,400.0
2016-01-04 10:12:00,0.0,9260.0,9250.0,200.0,400.0
2016-01-04 10:13:00,0.0,9260.0,9250.0,200.0,400.0
2016-01-04 10:14:00,0.0,9260.0,9250.0,200.0,400.0
2016-01-04 10:15:00,400.0,9230.0,9210.0,400.0,100.0
2016-01-04 10:16:00,0.0,9210.0,9190.0,300.0,200.0
2016-01-04 10:17:00,0.0,9210.0,9190.0,200.0,200.0
2016-01-04 10:18:00,0.0,9210.0,9190.0,100.0,300.0
2016-01-04 10:19:00,0.0,9210.0,9190.0,100.0,200.0
2016-01-04 10:20:00,0.0,9210.0,9190.0,200.0,200.0
2016-01-04 10:21:00,0.0,9210.0,9190.0,200.0,200.0
2016-01-04 10:22:00,0.0,9210.0,9190.0,200.0,300.0
2016-01-04 10:23:00,0.0,9210.0,9190.0,100.0,400.0
2016-01-04 10:24:00,0.0,9210.0,9190.0,100.0,400.0
2016-01-04 10:25:00,0.0,9210.0,9190.0,100.0,400.0
2016-01-04 10:26:00,0.0,9210.0,9190.0,200.0,300.0
2016-01-04 10:27:00,0.0,9210.0,9190.0,200.0,300.0
2016-01-04 10:28:00,0.0,9210.0,9190.0,200.0,300.0
2016-01-04 10:29:00,0.0,9210.0,9190.0,200.0,300.0
2016-01-04 10:30:00,0.0,9210.0,9190.0,300.0,300.0
2016-01-04 10:31:00,0.0,9210.0,9190.0,300.0,300.0
2016-01-04 10:32:00,0.0,9210.0,9190.0,300.0,300.0
2016-01-04 10:33:00,300.0,9190.0,9170.0,300.0,300.0
2016-01-04 10:34:00,500.0,9170.0,9150.0,200.0,600.0
2016-01-04 10:35:00,0.0,9170.0,9150.0,200.0,600.0
2016-01-04 10:36:00,0.0,9170.0,9150.0,200.0,600.0
2016-01-04 10:37:00,0.0,9170.0,9150.0,200.0,600.0
2016-01-04 10:38:00,0.0,9170.0,9150.0,300.0,600.0
2016-01-04 10:39:00,0.0,9170.0,9150.0,300.0,400.0
2016-01-04 10:40:00,0.0,9170.0,9150.0,300.0,400.0
2016-01-04 10:41:00,0.0,9170.0,9150.0,400.0,400.0
2016-01-04 10:42:00,500.0,9170.0,9140.0,200.0,400.0
