timestamp,trade_volume,best_ask,best_bid,ask_size,bid_size
2016-01-04 10:00:00,100.0,903.0,901.0,1400.0,1200.0
2016-01-04 10:01:00,0.0,903.0,901.0,1500.0,1300.0
2016-01-04 10:02:00,0.0,903.0,901.0,1500.0,1300.0
2016-01-04 10:03:00,100.0,903.0,901.0,1400.0,1300.0
2016-01-04 10:04:00,0.0,903.0,901.0,1500.0,1300.0
2016-01-04 10:05:00,0.0,903.0,901.0,1500.0,1500.0
2016-01-04 10:06:00,2200.0,906.0,904.0,2300.0,800.0
2016-01-04 10:07:00,100.0,906.0,904.0,2200.0,900.0
2016-01-04 10:08:00,1000.0,906.0,903.0,2600.0,800.0
2016-01-04 10:09:00,0.0,906.0,903.0,2300.0,900.0
2016-01-04 10:10:00,0.0,905.0,903.0,300.0,900.0
2016-01-04 10:11:00,0.0,905.0,903.0,300.0,1000.0
2016-01-04 10:12:00,0.0,905.0,903.0,400.0,1000.0
2016-01-04 10:13:00,0.0,905.0,903.0,300.0,1000.0
2016-01-04 10:14:00,0.0,905.0,903.0,900.0,700.0
2016-01-04 10:15:00,100.0,905.0,903.0,800.0,700.0
2016-01-04 10:16:00,900.0,906.0,903.0,2300.0,100.0
2016-01-04 10:17:00,400.0,905.0,902.0,3400.0,500.0
2016-01-04 10:18:00,1000.0,905.0,902.0,3400.0,800.0
2016-01-04 10:19:00,0.0,905.0,902.0,3700.0,800.0
2016-01-04 10:20:00,1400.0,903.0,901.0,100.0,600.0
2016-01-04 10:21:00,100.0,903.0,901.0,300.0,1700.0
2016-01-04 10:22:00,0.0,903.0,901.0,400.0,1700.0
2016-01-04 10:23:00,1000.0,902.0,901.0,200.0,200.0
2016-01-04 10:24:00,200.0,902.0,900.0,600.0,1800.0
2016-01-04 10:25:00,0.0,902.0,900.0,600.0,2000.0
2016-01-04 10:26:00,400.0,902.0,900.0,500.0,1900.0
2016-01-04 10:27:00,0.0,902.0,900.0,500.0,1900.0
2016-01-04 10:28:00,0.0,902.0,900.0,600.0,1900.0
2016-01-04 10:29:00,0.0,902.0,900.0,600.0,1900.0
2016-01-04 10:30:00,0.0,902.0,900.0,500.0,2000.0
2016-01-04 10:31:00,0.0,902.0,900.0,500.0,2000.0
2016-01-04 10:32:00,0.0,902.0,900.0,600.0,2000.0
2016-01-04 10:33:00,0.0,902.0,900.0,700.0,1900.0
2016-01-04 10:34:00,1900.0,899.0,897.0,900.0,400.0
2016-01-04 10:35:00,0.0,899.0,897.0,1100.0,300.0
2016-01-04 10:36:00,0.0,899.0,896.0,800.0,500.0
2016-01-04 10:37:00,0.0,899.0,896.0,700.0,800.0
2016-01-04 10:38:00,0.0,898.0,896.0,200.0,800.0
2016-01-04 10:39:00,0.0,898.0,896.0,700.0,300.0
2016-01-04 10:40:00,0.0,898.0,896.0,700.0,300.0
2016-01-04 10:41:00,0.0,898.0,896.0,700.0,600.0
2016-01-04 10:42:00,100.0,898.0,896.0,1100.0,500.0
2016-01-04 10:43:00,0.0,898.0,896.0,1300.0,600.0
2016-01-04 10:44:00,100.0,898.0,896.0,800.0,600.0
2016-01-04 10:45:00,600.0,896.0,894.0,1100.0,200.0
2016-01-04 10:46:00,0.0,896.0,894.0,1500.0,200.0
2016-01-04 10:47:00,0.0,896.0,894.0,1700.0,100.0
2016-01-04 10:48:00,200.0,895.0,893.0,1400.0,300.0
2016-01-04 10:49:00,300.0,894.0,892.0,1400.0,400.0
2016-01-04 10:50:00,400.0,893.0,891.0,2000.0,2200.0
2016-01-04 10:51:00,2300.0,892.0,890.0,2400.0,500.0
2016-01-04 10:52:00,600.0,891.0,889.0,1200.0,2200.0
2016-01-04 10:53:00,1000.0,891.0,889.0,1500.0,2000.0
2016-01-04 10:54:00,100.0,891.0,889.0,1400.0,2300.0
2016-01-04 10:55:00,100.0,890.0,889.0,1100.0,1900.0
2016-01-04 10:56:00,400.0,891.0,889.0,1700.0,2200.0
2016-01-04 10:57:00,2500.0,893.0,891.0,1000.0,3800.0
2016-01-04 10:58:00,3900.0,892.0,889.0,900.0,1900.0
2016-01-04 10:59:00,0.0,892.0,889.0,900.0,1900.0
2016-01-04 11:00:00,0.0,892.0,889.0,1000.0,2200.0
2016-01-04 11:01:00,0.0,892.0,890.0,1200.0,3600.0
2016-01-04 11:02:00,0.0,892.0,890.0,500.0,3700.0
2016-01-04 11:03:00,0.0,892.0,890.0,1100.0,3700.0
2016-01-04 11:04:00,1400.0,891.0,890.0,100.0,3500.0
2016-01-04 11:05:00,6100.0,888.0,887.0,600.0,200.0
2016-01-04 11:06:00,100.0,888.0,887.0,300.0,200.0
2016-01-04 11:07:00,400.0,889.0,887.0,100.0,500.0
2016-01-04 11:08:00,0.0,889.0,887.0,600.0,500.0
2016-01-04 11:09:00,0.0,889.0,887.0,600.0,700.0
2016-01-04 11:10:00,400.0,889.0,887.0,700.0,600.0
2016-01-04 11:11:00,600.0,889.0,886.0,1200.0,800.0
2016-01-04 11:12:00,1500.0,892.0,890.0,400.0,400.0
2016-01-04 11:13:00,0.0,892.0,890.0,200.0,600.0
2016-01-04 11:14:00,600.0,890.0,889.0,100.0,3900.0
2016-01-04 11:15:00,200.0,890.0,889.0,100.0,4000.0
2016-01-04 11:16:00,800.0,891.0,889.0,700.0,4100.0
2016-01-04 11:17:00,0.0,891.0,889.0,1500.0,4000.0
2016-01-04 11:18:00,4100.0,889.0,887.0,1100.0,200.0
2016-01-04 11:19:00,0.0,889.0,887.0,1100.0,300.0
2016-01-04 11:20:00,1000.0,886.0,884.0,2800.0,900.0
2016-01-04 11:21:00,3000.0,886.0,884.0,1100.0,300.0
2016-01-04 11:22:00,0.0,886.0,884.0,1300.0,100.0
2016-01-04 11:23:00,0.0,886.0,884.0,1400.0,100.0
2016-01-04 11:24:00,0.0,886.0,884.0,1400.0,600.0
2016-01-04 11:25:00,100.0,886.0,884.0,1400.0,500.0
2016-01-04 11:26:00,100.0,886.0,884.0,1400.0,300.0
2016-01-04 11:27:00,0.0,886.0,884.0,1500.0,300.0
2016-01-04 11:28:00,400.0,884.0,882.0,600.0,1900.0
2016-01-04 11:29:00,0.0,884.0,882.0,400.0,1400.0
2016-01-04 11:30:00,0.0,884.0,882.0,400.0,1400.0
2016-01-04 13:00:00,600.0,883.0,881.0,100.0,1200.0
2016-01-04 13:01:00,200.0,886.0,883.0,300.0,800.0
2016-01-04 13:02:00,0.0,886.0,883.0,400.0,1000.0
2016-01-04 13:03:00,0.0,886.0,883.0,400.0,1000.0
2016-01-04 13:04:00,100.0,886.0,883.0,400.0,1000.0
2016-01-04 13:05:00,100.0,885.0,883.0,500.0,1000.0
2016-01-04 13:06:00,1200.0,888.0,885.0,800.0,700.0
2016-01-04 13:07:00,0.0,888.0,885.0,300.0,700.0
2016-01-04 13:08:00,0.0,888.0,885.0,400.0,700.0
2016-01-04 13:09:00,400.0,887.0,884.0,3300.0,300.0
2016-01-04 13:10:00,0.0,886.0,884.0,500.0,200.0
2016-01-04 13:11:00,200.0,886.0,883.0,400.0,1400.0
2016-01-04 13:12:00,0.0,886.0,883.0,400.0,1400.0
2016-01-04 13:13:00,0.0,886.0,884.0,300.0,600.0
2016-01-04 13:14:00,0.0,886.0,885.0,300.0,200.0
2016-01-04 13:15:00,400.0,885.0,883.0,400.0,1000.0
2016-01-04 13:16:00,600.0,885.0,883.0,100.0,1600.0
2016-01-04 13:17:00,0.0,885.0,883.0,100.0,1600.0
2016-01-04 13:18:00,0.0,885.0,883.0,100.0,1600.0
2016-01-04 13:19:00,0.0,885.0,883.0,200.0,1600.0
2016-01-04 13:20:00,0.0,885.0,883.0,3200.0,1400.0
2016-01-04 13:21:00,3200.0,886.0,884.0,400.0,600.0
2016-01-04 13:22:00,0.0,886.0,884.0,400.0,700.0
2016-01-04 13:23:00,100.0,886.0,884.0,500.0,600.0
2016-01-04 13:24:00,0.0,886.0,884.0,600.0,600.0
2016-01-04 13:25:00,600.0,885.0,883.0,500.0,1500.0
2016-01-04 13:26:00,0.0,885.0,883.0,1300.0,1300.0
2016-01-04 13:27:00,1300.0,883.0,881.0,700.0,2100.0
2016-01-04 13:28:00,500.0,884.0,881.0,600.0,2500.0
2016-01-04 13:29:00,0.0,884.0,882.0,500.0,400.0
2016-01-04 13:30:00,0.0,884.0,882.0,700.0,500.0
2016-01-04 13:31:00,0.0,884.0,882.0,700.0,500.0
2016-01-04 13:32:00,0.0,884.0,882.0,700.0,500.0
2016-01-04 13:33:00,0.0,884.0,882.0,700.0,500.0
2016-01-04 13:34:00,0.0,884.0,882.0,700.0,500.0
2016-01-04 13:35:00,700.0,885.0,882.0,1200.0,600.0
2016-01-04 13:36:00,0.0,884.0,882.0,300.0,900.0
2016-01-04 13:37:00,0.0,884.0,882.0,1000.0,500.0
2016-01-04 13:38:00,0.0,884.0,882.0,1100.0,900.0
2016-01-04 13:39:00,0.0,884.0,882.0,1100.0,900.0
2016-01-04 13:40:00,500.0,883.0,881.0,800.0,2400.0
2016-01-04 13:41:00,0.0,883.0,881.0,500.0,2500.0
2016-01-04 13:42:00,0.0,882.0,881.0,400.0,2500.0
2016-01-04 13:43:00,500.0,883.0,881.0,500.0,2600.0
2016-01-04 13:44:00,0.0,883.0,881.0,500.0,2900.0
