timestamp,trade_volume,best_ask,best_bid,ask_size,bid_size
2016-01-05 11:30:00,0.0,206.0,204.0,2000.0,1000.0
2016-01-05 13:00:00,0.0,206.0,204.0,2000.0,1000.0
2016-01-05 13:01:00,0.0,206.0,204.0,2000.0,1000.0
2016-01-05 13:02:00,0.0,206.0,204.0,2000.0,1000.0
2016-01-05 13:03:00,0.0,206.0,204.0,2000.0,1000.0
2016-01-05 13:04:00,0.0,206.0,204.0,2000.0,1000.0
2016-01-05 13:05:00,0.0,206.0,204.0,2000.0,1000.0
2016-01-05 13:06:00,0.0,206.0,204.0,2000.0,1000.0
2016-01-05 13:07:00,0.0,206.0,204.0,2000.0,1000.0
2016-01-05 13:08:00,0.0,206.0,204.0,2000.0,1000.0
2016-01-05 13:09:00,0.0,206.0,204.0,2000.0,1000.0
2016-01-05 13:10:00,0.0,206.0,204.0,2000.0,1000.0
2016-01-05 13:11:00,0.0,206.0,204.0,2000.0,1000.0
2016-01-05 13:12:00,0.0,206.0,204.0,2000.0,1000.0
2016-01-05 13:13:00,0.0,206.0,204.0,2000.0,1000.0
2016-01-05 13:14:00,0.0,206.0,204.0,2000.0,1000.0
2016-01-05 13:15:00,0.0,206.0,204.0,2000.0,1000.0
2016-01-05 13:16:00,0.0,206.0,204.0,2000.0,1000.0
2016-01-05 13:17:00,0.0,206.0,204.0,2000.0,1000.0
2016-01-05 13:18:00,0.0,206.0,204.0,2000.0,1000.0
2016-01-05 13:19:00,0.0,206.0,204.0,2000.0,1000.0
2016-01-05 13:20:00,0.0,206.0,204.0,2000.0,1000.0
2016-01-05 13:21:00,0.0,206.0,204.0,2000.0,1000.0
2016-01-05 13:22:00,0.0,206.0,204.0,2000.0,1000.0
2016-01-05 13:23:00,0.0,206.0,204.0,2000.0,1000.0
2016-01-05 13:24:00,0.0,206.0,204.0,2000.0,1000.0
2016-01-05 13:25:00,0.0,206.0,204.0,2000.0,1000.0
2016-01-05 13:26:00,0.0,206.0,204.0,2000.0,1000.0
2016-01-05 13:27:00,0.0,206.0,204.0,2000.0,1000.0
2016-01-05 13:28:00,0.0,206.0,204.0,2000.0,1000.0
2016-01-05 13:29:00,0.0,206.0,204.0,2000.0,1000.0
2016-01-05 13:30:00,0.0,206.0,204.0,2000.0,1000.0
2016-01-05 13:31:00,0.0,206.0,204.0,2000.0,1000.0
2016-01-05 13:32:00,0.0,206.0,204.0,2000.0,1000.0
2016-01-05 13:33:00,0.0,206.0,204.0,2000.0,1000.0
2016-01-05 13:34:00,0.0,206.0,204.0,2000.0,1000.0
2016-01-05 13:35:00,0.0,206.0,204.0,2000.0,1000.0
